Hybridization REF,TCGA-35-3615-01A-01R-0946-07,TCGA-55-1592-01A-01R-0946-07,TCGA-67-3770-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-55-1594-01A-01R-0946-07,TCGA-67-3771-01A-01R-0946-07,TCGA-44-2656-01A-02R-0946-07,TCGA-55-1595-01A-01R-0946-07,TCGA-67-3772-01A-01R-0946-07,TCGA-44-2659-01A-01R-0946-07,TCGA-55-1596-01A-01R-0946-07,TCGA-67-3773-01A-01R-0946-07,TCGA-44-2662-01A-01R-0946-07,TCGA-64-1676-01A-01R-0946-07,TCGA-67-3774-01A-01R-0946-07,TCGA-44-2665-01A-01R-0946-07
INPPL1,-1.1175,-0.946,-1.0695,-1.314,0.212,-0.4915,-0.34,-0.8035,-2.211,-1.359,-0.817,-1.616,-1.1735,-2.3855,-0.5725,-1.456
CHGB,-2.1959,-1.0974,-2.3377,-2.9007,-1.0054,3.0846,-2.883,-0.7013,-0.1461,-2.5874,0.9662,-3.0264,-1.7746,-2.0857,-1.0101,-2.1137
DDEF2,-0.4475,0.203916667,-0.805416667,-1.588666667,-0.796666667,-0.131666667,-1.954916667,-1.493833333,-0.702166667,-1.782833333,0.256666667,-2.172666667,-0.501416667,-1.818166667,0.164083333,-1.270666667
DIAPH3,-3.242571429,-2.228238095,-3.359428571,-3.23252381,-2.361619048,-1.930857143,-2.827380952,-2.156,-2.89585,-2.981095238,-1.906428571,-2.995952381,-1.871857143,-1.973142857,-3.186714286,-2.540333333
ASNA1,0.369,-0.2545,0.4295,-0.7705,-0.09925,-0.17925,-0.226,-0.27225,-0.03325,-0.59075,-0.0745,0.295,-0.524,-0.30125,-0.463,0.1355
AMAC1,0.979,0.0095,0.6465,0.474,0.4485,0.506,0.156,-0.0835,1.67,0.638,1.2415,0.6515,0.979,0.098,0.0925,0.7325
ZNF563,-0.459,-0.794,-0.5955,-0.625,-1.0395,-1.608,-0.4875,0.1465,-0.6495,0.0085,-1.474,0.4975,-0.757,-0.972,-1.0395,0.106
C1S,4.52925,2.8425,2.59525,4.376,2.90525,3.64775,3.44475,3.306,3.8635,3.5565,3.684,3.5015,3.7405,3.76975,3.8095,4.78225
CD302,3.2105,3.0325,3.82025,3.31825,2.6175,1.504,2.629,2.42825,4.04675,2.59925,1.48925,2.7405,2.137,2.8315,2.89025,1.5245
PPIL3,0.35075,-0.46075,0.75325,0.267,-0.71575,-1.28275,-0.889,0.37275,0.38325,-0.015,0.84475,0.82575,0.03875,0.368,0.083,0.98725
FCGRT,2.35325,2.49275,3.03725,2.07475,3.31,2.18125,2.4795,1.93075,2.822,2.57025,1.9945,2.7515,1.944,2.43875,2.956,2.00225
LOC374491,-0.3375,0.83225,-0.03,-0.949,1.72325,1.62525,-0.261,-0.109,0.695,-0.2655,0.4335,0.18,0.53925,-0.61025,-0.234,-0.39275
TSSC4,0.334833333,-0.242833333,0.049666667,0.249833333,0.0415,-0.419833333,-0.161,-0.547,-0.456333333,-0.212333333,-0.7155,-0.295333333,-0.9115,-0.967666667,-0.255666667,-0.430333333
BPNT1,-0.03575,-0.05425,0.137,0.6485,0.95925,0.355,0.6225,0.70475,0.15525,-0.25225,1.83425,-0.0465,0.3215,1.474,-0.68225,0.830875
C1orf173,0.7521,-0.057111111,0.8192,1.0628,0.76,0.65625,0.478,0.1188,1.1772,1.1933,0.9903,0.363222222,0.4345,0.6757,1.2631,0.5164
SASH1,-0.439625,1.03975,0.017125,0.3185,1.66075,0.512375,0.40275,0.19425,0.04375,0.3465,-0.09025,-0.10425,0.244125,-0.2075,0.93275,-0.0115
CDC14B,-0.934,-0.214625,-0.804625,-0.787571429,-0.476875,-0.423125,-0.262625,0.17925,-0.9225,-0.01725,-0.550375,-0.10175,-0.91475,-1.5135,0.343125,-0.540625
LGALS7,1.7725,-0.157,2.39375,0.9425,4.53025,3.64625,-0.74125,-1.46525,3.6735,0.86,2.4185,-0.07175,0.14175,-0.028,2.59475,0.39275
PLCH1,1.367625,0.7355,1.595,2.041,0.349625,0.419125,2.25575,1.798625,1.588125,1.6905,2.088375,1.2325,0.98875,1.622875,1.47425,1.573875
HDAC4,-0.883785714,-1.396857143,-1.272928571,-0.889142857,-0.813857143,-0.836,-1.201071429,-1.368571429,-0.996428571,-0.781857143,-1.221071429,-1.365857143,-1.064428571,-0.335,-0.927285714,-0.9145
RPS6,1.683875,-0.520125,0.603625,-0.08725,-0.4235,-0.14025,0.369375,0.285875,0.992,0.557875,-0.750875,1.472875,-0.4435,1.34325,-0.076375,0.287875
KLHL1,-0.83,-0.9875,-0.142,-0.144,-0.3565,-0.515,-0.691,-0.5065,-0.138,0.272,0.0825,-0.6165,-0.1575,-0.384,-0.003,0.4855
HMGN2,-0.2681,-0.0063,0.8113,-0.284,-0.2318,-0.8347,-0.1797,-0.726,0.4544,-0.019,-0.0554,0.2025,-0.3456,0.3133,-0.1959,-0.3826
C20orf10,0.24075,0.418,0.399,0.106,1.232,0.444,0.7,0.0535,0.188,0.3075,-0.12475,0.9885,0.49675,0.4825,0.458,-0.128
TMEM70,0.446,0.653,1.598,0.35675,0.6545,1.0895,1.424,0.5365,1.156,0.31725,2.81225,0.81025,1.06675,0.96575,0.513,0.69525
C1orf50,1.00275,0.367,1.62675,0.56175,0.5585,0.10825,0.392,-0.211,1.32725,0.6085,0.059,0.97025,0.33475,0.58525,0.568,0.628
PPP3R1,0.545875,0.4955,0.571875,0.5875,1.521,0.6905,0.978875,0.5205,1.27525,0.917625,0.896625,0.122125,0.598875,1.252625,0.067125,-0.0155
GNAZ,-1.562666667,-0.527,-1.360066667,-1.309733333,-2.532666667,-1.113666667,-2.062933333,-1.472733333,-1.040933333,-1.370533333,-1.267266667,-1.9266,-2.5612,-0.894733333,-0.5992,-0.8984
PLAT,-1.083833333,-1.836666667,-1.173166667,-1.197166667,-1.282166667,-1.234166667,-0.844833333,-0.0405,0.748333333,-0.369333333,-1.778333333,1.072833333,0.656166667,3.4015,-0.559833333,1.987666667
B4GALNT3,0.13,-0.208666667,0.268833333,-0.297333333,1.620166667,-0.0436,0.616166667,0.412833333,0.2805,-0.146833333,0.223,-0.342666667,0.240333333,-0.005833333,-0.0985,-0.465166667
HOXD10,-1.1815,-1.5375,-0.616,-0.876166667,2.312666667,-0.820833333,-0.571333333,-1.218666667,0.953833333,0.282666667,-1.515833333,0.560666667,-1.977833333,-1.034166667,-0.986333333,1.653166667
CBWD6,-0.514,-0.472,-0.706,-0.8325,0.1175,-0.454,-0.727,-0.405,-1.135,-0.4165,-0.7285,-0.6375,-0.1585,-1.2475,-0.5555,-0.3335
LOC388969,0.34325,0.65725,2.41175,0.7165,1.2515,0.678,0.9385,0.4425,0.7195,-0.39275,0.488,0.10525,0.06,1.36925,0.2685,-0.53225
ZNF786,-0.45425,0.311,-1.007,-0.583,-0.47925,-0.218,-0.16675,-0.13875,-0.475,-0.29525,0.2085,-1.47875,0.1645,-1.41475,-0.3375,-0.361
GPR144,0.64825,-0.195,0.22175,-0.12425,0.35625,-0.50775,-0.35525,-0.01225,0.417,-0.04,0.069666667,0.13025,-0.28325,-0.21575,0.09475,0.03875
FLG2,0.1115,0.8205,1.0305,0.3865,0.252,1.6175,0.308,0.2225,-0.2885,0.2815,0.5935,0.0775,0.5745,0.711,0.026,0.6975
NDUFV1,-0.863,-0.8005,-0.75625,-0.62175,-0.58025,-0.87,-0.53525,0.45325,-1.08025,-0.486,-0.27125,-1.11,-0.88825,-0.65625,-0.765,-1.455
RPSAP15,-0.22925,-1.3755,-0.7535,-0.97925,-1.356,-0.7545,-1.27475,-0.9575,-0.67825,-0.651,-1.6775,0.0875,-1.03775,-1.38875,-0.885,-0.92175
FAM132A,-0.58875,-0.88775,-0.0545,-0.17825,-1.2725,2.292,-0.7925,-0.28125,-0.16975,-0.21925,0.5855,-0.5095,-0.417,4.4335,1.9275,-0.65
C2orf43,0.02525,0.0695,0.31775,-1.133,0.79775,-0.635,0.3925,0.0545,-0.34025,-1.27875,0.22875,-0.4,-0.32775,-0.1795,-0.1335,-0.61425
OR10V1,0.6565,0.2285,0.74,-0.0465,0.4555,0.364,-0.2705,-0.159,0.4125,0.225,0.365,0.436,0.7115,0.4805,0.405,0.2955
ALDH16A1,0.020375,-0.9805,-0.86825,-0.594125,-0.543125,0.315375,-0.446875,-0.72175,0.428125,-0.8615,-0.69825,-1.13025,-0.708875,-0.7885,-0.72775,-1.174125
KIRREL2,-1.383,-1.533333333,-1.3945,-2.076,-1.862666667,2.627333333,-1.770166667,-0.538666667,-1.654,-1.867166667,-0.535833333,-2.111166667,-1.822333333,-1.1345,-0.0085,0.604
AMMECR1L,-0.5263,0.0033,-0.707,-0.8973,0.4128,0.2417,-0.3189,0.482,-0.5196,-0.3551,0.2798,-0.2548,-0.1181,-0.4066,-0.2141,-0.2778
FBXL22,0.6025,0.1905,0.2325,-0.381,0.715,0.8335,0.6095,0.3055,0.2525,0.0025,-0.1805,0.0845,0.976,0.4695,0.278,0.3015
KCTD11,-0.40675,0.24275,-0.91025,-0.598,-0.67225,0.35475,-0.28125,-0.1905,-0.79625,-1.346,-0.62775,-0.3715,0.587,-1.07475,0.18275,0.1055
MGC35361,-0.058,0.10225,0.503,0.33375,-0.48325,-0.22525,-0.21375,-0.32,0.54675,-0.441,0.19725,-0.17375,0.31525,0.2625,-0.87925,0.0095
GPR35,-1.79,-0.324,-1.8865,-1.436,-0.0895,1.5825,0.362,-1.0285,0.625,-1.4215,1.058,-0.4905,-1.5145,-1.185,-1.845,-1.66
HLA-DQA2,3.738,4.132166667,5.933833333,4.920166667,2.2295,3.222166667,4.910166667,3.538666667,3.471166667,4.956833333,2.068666667,5.702666667,4.550666667,4.452666667,4.6315,4.445333333
TAAR2,0.7775,0.2215,0.438,0.5325,0.4855,-0.27,0.734,0.287,0.467,0.465,0.3535,0.48,0.276,0.6445,0.193,0.0685
ARD1A,0.086833333,-0.566166667,-0.079166667,-0.480833333,-0.571,-0.857,-0.138833333,-0.0885,0.529833333,0.0075,0.449,-0.103833333,-0.516666667,0.243666667,-0.619,-0.667166667
KIAA1729,-1.138,0.847625,-0.4025,-1.3335,1.30625,1.001625,0.0845,0.5865,-0.431875,-0.004125,1.082,-0.703125,0.974125,0.206375,0.320375,0.150375
KAL1,0.5579,1.3301,0.0004,1.5952,-0.1527,0.6583,1.5074,2.2961,1.5755,0.508,-0.2538,0.5943,0.6491,1.1186,0.7571,0.8056
UXS1,0.42,2.11875,2.4335,0.81775,2.13875,1.52775,0.58625,0.2375,1.79575,1.426,1.00825,1.68725,1.64475,1.40125,1.37175,1.04725
NDUFA1,-0.250875,1.56075,0.63375,-0.028625,0.384125,-0.44175,0.01475,-0.39425,0.450875,0.137,0.62625,0.329,-0.235,1.007375,-0.297,-0.213625
PCDHGA8,0.7065,0.201,0.195,0.746,-0.933,1.1025,-0.04,0.8425,0.5575,0.966,-0.0745,0.118,0.4835,-0.4505,-0.6845,-0.4135
RPS6KL1,0.190375,-0.149625,0.23925,0.139375,0.433625,-0.209,-0.59125,0.03325,0.21375,-0.06975,0.390375,0.099,0.12325,-0.181,-0.0755,-0.256375
COPS3,-0.37225,-0.8815,-0.63025,-0.5665,-0.4005,-0.6055,-0.52825,-0.69425,0.035,-1.2915,-0.6805,-1.013,-0.7355,-0.28475,-0.4725,-0.89475
PDE6B,-0.6225,2.301125,3.07025,1.002375,1.8775,1.266375,0.708875,0.845875,1.0495,-0.5365,2.421875,2.365875,2.121375,1.280375,1.09175,0.525
C10orf118,1.3205,1.3333,1.1959,1.880777778,1.2879,1.8182,1.2685,0.9605,1.765666667,1.8886,2.43,0.91,1.2071,1.4531,1.5455,0.7538
PTPRN,-0.42925,-0.64875,-0.72775,-1.89925,-0.43675,1.60825,-0.3845,-0.4295,-0.568,-0.94675,-0.95025,-0.6535,0.16575,-0.84175,-0.45825,-0.314
POP1,-1.253,-1.4745,-0.9915,-0.7045,-0.9955,0.084,-0.397,-0.7735,-1.742,-0.8805,0.1145,-1.0755,-0.204,-0.279,-1.549,-1.637
CD70,-1.928333333,-2.969833333,-1.758166667,-2.362666667,-2.461333333,-2.134,-2.064,-2.325833333,-1.595666667,-2.410666667,-2.5095,-1.716833333,-2.826,-1.717333333,-2.464833333,-2.206666667
SRC,0.9901,1.0409,0.5348,1.1784,1.9751,1.7658,1.2406,1.2011,1.3678,1.179,1.773,0.2965,1.9537,1.8315,0.8137,0.8513
SETD1B,-1.13675,-0.57475,-0.9155,-0.361,-0.436,0.22725,-0.137,-0.016,-0.90225,-0.17,-0.474,-0.61275,-0.29875,0.30375,-0.53375,-0.11425
ZNF606,1.557166667,1.501,0.801166667,0.3065,1.0095,0.569833333,0.647666667,1.714666667,0.951333333,1.048666667,0.197,1.467333333,0.153,1.161333333,0.825666667,0.8165
SSR1,0.7673125,0.0515625,-0.410875,0.281375,1.632625,0.1129375,0.3004375,0.5035,0.443875,1.259375,1.119125,0.1623125,0.5295,-0.6396875,-0.1875625,0.115
LRRC8B,0.0645,0.65525,-0.81325,0.2785,-0.02825,-0.0635,0.5065,0.26775,-0.8215,0.8685,0.27525,-0.42625,0.49675,-0.889,-0.2865,-1.2425
C12orf45,-0.19925,-0.72325,0.0855,0.28925,-0.1195,-0.20925,0.38275,0.97025,0.63075,0.1885,0.43525,0.0085,0.27875,0.49625,-1.05375,0.34125
C1orf54,2.49075,1.16625,3.256,3.1395,2.59525,3.212,3.1975,2.2305,3.5325,3.04925,2.054,3.2115,3.2195,4.17975,2.54325,3.1255
FLJ13137,0.0895,0.5255,-0.2605,0.944,-0.089,0.5165,0.7735,-0.0705,0.626,0.101,0.7185,-0.265,0.678,0.0185,1.095,0.2015
CYP17A1,0.030875,0.11575,0.232125,0.65325,-0.35475,-0.43725,-0.099375,0.000625,0.720125,-0.362,-0.522625,-0.110375,-0.133375,0.125625,0.328625,-0.0725
DDX59,0.483,0.465666667,0.345833333,0.304,-0.069833333,0.174333333,0.039166667,-0.1205,0.3825,-0.142166667,-0.163833333,-0.160333333,0.460833333,0.890666667,0.228,0.7195
TNNI1,0.5045,-0.1445,0.3095,-0.2885,0.219,-0.099,-0.0025,0.0465,0.6965,-0.048,-0.531,0.129,0.131,0.575,0.2655,-0.134
GPR85,-0.3175,0.535666667,-0.611333333,-0.162333333,0.552,0.007166667,0.732166667,-0.054,0.7395,-0.301833333,-0.235833333,0.4858,0.879,-0.064333333,0.381666667,0.790333333
GOSR2,0.662333333,0.36225,0.460833333,0.319333333,0.844666667,0.317916667,0.4245,0.530916667,0.327583333,0.886833333,1.42875,0.404583333,0.454583333,0.689083333,0.185083333,0.444916667
DSCR9,-1,-0.1585,-0.149,-1.2425,-0.2565,0.8435,-0.0135,-0.662,-0.8975,-0.487,1.3255,-0.652,0.028,-0.8555,-0.941,-0.197
C4orf6,-0.6655,0.62175,1.60025,2.66425,0.1155,1.9,-1.30125,0.26925,3.579,-1.09725,3.72525,-0.16575,0.31325,0.60225,-0.4185,-0.2395
CCL5,2.953625,2.560375,4.084,3.276,3.118875,4.18375,4.45075,2.931875,3.59425,4.2115,3.066625,3.98525,3.060125,4.123,3.326,2.270625
LENG1,0.5555,-0.078166667,-0.062166667,-0.040833333,-0.576,-0.020833333,0.078666667,-0.273666667,0.561166667,0.3885,-0.294,0.656833333,-0.883333333,0.101,-0.096166667,-0.673166667
BUD13,-0.7615,0.510666667,-0.972833333,-0.764833333,-0.045833333,-0.456833333,0.023166667,-0.566666667,-0.778333333,-0.5675,0.568,-0.359,-0.140833333,-0.564,-0.092166667,-0.159166667
CASP9,-0.7375,-0.332125,-0.053625,-0.601875,-0.037875,-0.6225,-0.773,-0.964625,-0.229875,-0.715,0.109375,-0.975125,-0.514,-0.52825,0.01825,-0.420125
PPA2,0.367,0.051875,0.55,0.46925,0.059125,-0.12975,0.738125,-0.127125,0.377875,0.11925,0.09525,1.004625,0.802875,0.98425,0.50825,0.128625
AKR1C1,5.388,-1.042333333,1.239833333,4.783,4.778666667,5.671166667,-1.565,-2.374833333,-2.1295,-0.410833333,3.078833333,-0.861333333,-1.711,-2.938,3.2715,-1.935666667
SPSB4,1.358,0.0695,1.476,1.5215,0.198,0.4185,0.896,0.0875,1.181,0.377,0.515,0.9395,0.398,1.72,0.655,0.6095
KLHL34,0.54725,1.403,0.43,1.765,2.3365,2.7185,0.99075,1.01825,0.8895,0.3745,0.077,1.02925,2.7385,0.53325,0.26925,2.2255
BRD2,-0.652375,-0.740125,-0.627375,-1.145125,-0.308375,-0.716875,-0.35775,-0.45175,-1.131625,-0.112125,-0.91825,-0.81925,-1.189375,-0.30375,-0.35175,-0.88325
ELAVL1,-0.909916667,-0.45875,-1.783083333,-1.000083333,-0.533916667,-1.32575,-0.87225,-0.31875,-1.206583333,-0.355666667,-0.7455,-0.898583333,-0.734333333,-1.76375,-0.749,-0.366
ABCA2,-0.904,-1.4525,-2.05425,-1.55125,-2.3,-1.34425,-1.68675,-1.297,-2.04075,-1.73,-2.06075,-1.62725,-1.628,-1.15075,-0.38375,-1.071
GALNT8,-0.505666667,-0.623333333,-0.757,-0.839166667,-0.677833333,-0.7075,-0.695166667,-0.446166667,-0.726333333,-0.764166667,1.9465,-0.391833333,-0.617833333,-0.6345,-0.614166667,-0.0365
USP12,-0.596,0.25325,0.15525,0.515,0.4795,1.44975,0.38975,-0.73525,0.901,0.7025,0.3215,1.651,0.557,0.405,0.223,-0.03175
STXBP1,-0.5336,-0.7091,-1.1951,-1.2856,-0.5712,-0.5708,0.107,-0.135,-1.592,-0.1521,-1.9817,1.1825,-1.5774,-1.008,-0.3427,-1.1785
POU5F1,-3.63325,-4.2595,-3.89025,-4.15925,-4.73075,-4.8725,-4.56175,-4.6275,-4.183,-4.25575,-4.8845,-3.5735,-5.24175,-4.1385,-3.986,-4.43
WDR90,-0.707375,-1.33825,-1.33725,-0.82425,-0.2925,-0.9755,-0.868875,-0.789125,-0.993625,-1.171,-0.7315,-1.214375,-0.715625,-0.249125,-0.832625,-0.77825
MLL2,0.231833333,-0.102,-0.4005,0.091,0.492,-0.133666667,0.047666667,0.331,0.504833333,-0.095166667,-0.1625,-0.034666667,-0.024333333,-0.044333333,0.313833333,0.385
RAB9A,-0.044,-0.1515,0.351,0.069333333,0.456333333,-0.253,0.6955,-0.632333333,0.211333333,-0.562833333,0.560666667,0.764,0.583666667,-0.878833333,0.317833333,0.918833333
VRK3,0.6755,0.084,0.16475,0.2535,0.45975,0.58675,0.4565,-0.1385,0.43275,0.4215,-0.5115,0.496,-0.58225,0.1315,0.0165,-0.6235
TUBB8,-1.8845,-1.1885,-1.818,-1.3895,-0.4725,-0.559,-1.1495,-0.8,-1.7885,-1.3295,-1.0125,-1.6575,-0.5065,-1.1155,-1.2315,-1.1455
RNF151,0.102166667,0.074166667,0.093,0.117666667,0.050166667,-0.261333333,0.319,-0.150333333,0.049666667,-0.148833333,0.486666667,0.4085,-0.133166667,0.440666667,0.0265,-0.124666667
PRMT7,-0.698333333,-1.014,-1.1885,-0.587,-0.823666667,-1.456333333,-1.1285,-1.3335,-0.5325,-0.434333333,-0.466,-0.502333333,-1.312833333,-0.249833333,-0.361333333,-0.051833333
COQ2,0.668,-0.402666667,0.703166667,0.481666667,-0.894833333,0.571166667,0.2655,-0.841833333,0.462166667,-0.407333333,0.177333333,-0.836666667,0.990333333,0.626833333,0.252333333,-0.260666667
MAT2A,0.366,0.22775,-0.01,0.1365,-0.277583333,-0.139416667,0.020333333,0.57075,-0.476083333,0.065083333,-0.393916667,0.293083333,-0.34975,-0.08125,0.61975,-0.5125
TRPC3,0.0045,-0.9265,-1.5115,-0.0865,-0.5265,-2.1055,-0.8405,0.186,-0.831,-0.2455,-0.477,-0.5855,-1.189,-0.417,-0.3465,-0.1495
SEMA4C,-1.0525,-0.780375,-1.419375,-1.24375,-0.542375,-0.979375,-1.345,-0.751875,-1.677375,-1.82525,-1.351125,-0.943125,-1.247375,-1.385125,-1.25775,-0.975125
1-Mar,2.4395,3.7625,2.586,3.0495,2.732,3.128,4.1535,2.3595,3.184,3.407,2.0985,3.001,4.507,2.6085,1.9015,2.902
TRIM8,1.405833333,0.815833333,0.938166667,2.0195,0.8335,1.252333333,1.633166667,1.7325,1.2325,1.672,1.1105,1.889,1.4805,-0.041,2.649833333,1.498666667
SLC10A3,-0.7375,0.37325,-0.67775,-0.60075,0.36625,-0.895,-0.5755,-0.1795,0.188,0.08175,0.12325,-0.4335,-0.38575,0.55825,-0.511,-0.1895
PEPD,0.186,0.95225,0.37625,-0.42975,0.443,0.56,0.4465,0.16575,0.1665,0.09825,-0.03025,0.1855,1.51125,-0.35175,0.23725,0.01125
RPS6KA3,-0.264125,-0.381,-0.291125,0.282625,0.826625,-0.519375,0.886875,-0.50475,0.114375,0.21775,-0.428125,0.289125,0.894125,0.7225,-0.08975,1.05225
PNPLA2,-0.1455,0.02975,-1.12975,-0.294,0.11175,-0.8605,-0.19925,-0.80875,-0.7685,-0.72975,-1.637,-0.7715,-0.385,-0.75425,0.54375,-0.69975
C14orf101,0.6045,0.8615,-0.074,0.54,0.8,1.8255,0.346,0.4155,-0.2015,0.6005,0.8455,0.893,-0.0785,-0.241,-0.0395,0.355
ST18,0.059,0.31625,0.2225,-0.04675,0.011125,-0.240625,0.466125,0.03575,0.064375,-0.043875,1.316,0.209625,2.392375,0.1395,0.250875,0.1035
LOC552889,-0.1495,-0.132,-0.33275,-0.81175,0.96125,0.221,-0.2415,0.49675,-0.21,-0.56075,-0.47225,-0.057,0.014,-0.67675,-0.4765,0.33475
ProSAPiP1,1.1435,1.562333333,1.544666667,0.989833333,0.968,2.197833333,0.506833333,1.372666667,0.896666667,0.673333333,1.459333333,0.299333333,0.445666667,0.053333333,1.074666667,-0.06
GPLD1,-0.012666667,0.769833333,0.2915,-0.048166667,-0.412166667,0.257833333,0.386333333,0.2695,-0.865333333,-0.525666667,0.642166667,0.2835,-0.923,-1.202833333,0.106333333,-0.564166667
ELMO2,-0.709083333,-0.0035,-0.7775,-0.470166667,0.529916667,-0.046833333,-0.24025,-0.216583333,-0.39425,-0.575333333,-0.383166667,-0.6445,0.065583333,0.303583333,-0.24325,0.284
C10orf90,-2.00125,-2.47025,-2.4525,-2.1085,-2.22025,-2.35575,-2.58375,-1.84525,-1.774,-2.88675,-2.765,-2.2095,-3.00775,-1.9745,-1.4415,-1.73825
RXFP3,1.3235,0.4005,1.6375,1.446,0.7595,0.52,0.7415,0.3855,2.138,0.6945,0.9095,0.832,0.6655,1.8145,0.656,0.1195
PRO0478,-0.989125,-0.216,-1.040375,-0.515125,-0.56425,-0.88025,-0.93625,0.0375,-1.4345,-0.202,-0.948,-0.947375,-1.2015,-0.669,-0.954,-1.00325
SALL1,-4.388166667,-5.104166667,-4.7424,-4.5755,0.708666667,-4.1008,-4.938833333,-3.6705,-4.684,-0.452833333,-5.2182,0.107333333,-4.5145,-0.306,-3.362833333,-3.48
CFHR5,0.427,0.212166667,0.344833333,0.494666667,0.715,0.4564,2.161666667,0.122833333,0.534666667,-0.117166667,1.380833333,0.0284,0.587166667,-0.289166667,0.041333333,0.384
LMAN1,-0.675125,-0.25175,-0.89825,0.005375,0.6845,1.039375,0.353375,-0.5005,-0.356875,-0.490375,0.385375,-0.834375,0.59125,-0.11025,0.3695,-0.110625
SUMO1,0.5482,0.7341,1.4589,0.8983,1.2226,1.1739,0.1061,0.3133,1.3883,0.2031,1.8902,0.8974,0.656,1.7684,0.6239,0.6224
DDB1,-1.259333333,-0.6305,-1.4465,-0.766,-0.233666667,-0.724666667,-0.921166667,-1.123,-1.402666667,-1.624,-1.771166667,-1.098833333,-0.576833333,-1.5435,-0.649,-1.036833333
CRNKL1,-0.405,0.411,-0.405125,-0.218625,-0.590375,-0.083875,-0.4575,0.065125,-0.29175,-0.355125,0.149625,-0.876125,-0.23375,-0.185125,0.005,-0.38625
CENPQ,-0.6825,-0.59875,-0.867,-1.15725,-0.89225,-1.1625,-1.1185,-1.511,-0.50475,-1.52925,0.067,-1.29975,-0.7125,-0.72325,-1.393,-0.52625
UTY,1.255,1.719785714,-1.349153846,-1.408307692,-0.110307692,-1.399461538,0.545785714,-0.892357143,-1.172923077,-1.439076923,1.637357143,-1.055214286,0.183071429,1.346538462,-0.615538462,-0.685571429
SPIN2B,0.322,-0.5125,-0.489,0.514,0.44,-0.93225,-0.4575,-1.17825,-0.378,0.3825,-0.65525,-0.45175,-0.033,-0.44675,-0.10725,0.34375
EVC,0.0905,0.366333333,-0.275333333,-0.090333333,0.089333333,-0.5895,-0.620833333,0.445333333,0.143833333,-0.3165,0.358833333,-0.924333333,0.285166667,-0.304,0.378333333,0.539333333
SLC22A2,-0.3955,-0.518,-0.97175,-0.643,-0.89075,-0.627,-0.312,-0.0125,0.186,-0.31025,-0.49175,-0.41175,-0.5145,-0.5895,-0.6905,-0.642
WDR34,-0.78575,-1.2405,-1.402,-1.3125,-1.11625,-1.48425,-1.0485,-0.5635,-1.562,-1.427,-0.73675,-1.2115,-1.215,-1.727,-1.32725,-1.25775
OR7A17,0.1615,0.33075,0.2145,0.1845,0.10975,0.1045,0.4475,0.20975,0.7355,-0.1545,0.4745,0.29275,0.228,0.09825,0.41975,0.38125
C14orf108,-0.188,0.5004,0.5684,0.4361,0.5473,1.2094,-0.0781,-0.2948,0.0581,-0.1614,0.6892,0.2295,0.0138,-0.4192,0.2022,0.2074
CDC25B,-1.865818182,-1.333181818,-0.656,-1.142363636,-1.256727273,-0.989636364,-0.401272727,-0.919545455,-2.038727273,-0.840272727,-1.184272727,-1.901454545,-1.579090909,-0.674545455,-0.991181818,-1.022272727
MAP1LC3C,-0.1545,0.25275,3.4325,1.847,0.672,-0.18325,3.02125,0.711,0.19775,1.227,-0.3635,0.33575,3.048,0.63425,1.319,2.28325
ABCD4,-0.0065,-0.097166667,0.823,0.452333333,0.696166667,0.539166667,0.218833333,-0.02,-0.092333333,-0.369333333,0.328833333,0.331666667,-0.058833333,0.7065,-0.133666667,0.439
SLC25A46,0.306,-0.5445,0.285,-0.091,0.13975,-0.07575,0.34525,-0.1065,0.091,-0.03525,-2.63775,0.546,0.529,0.496,-0.00375,0.44675
CD160,0.11,0.569833333,0.6465,0.8038,0.639333333,0.75,1.7765,0.414,0.9244,0.270166667,0.489333333,1.3265,0.348833333,1.404833333,0.574333333,-0.3794
PHF20,-1.3515,-0.4083125,-0.7749375,-0.662625,-0.7840625,-0.7398125,-1.02375,-0.5966875,-0.6783125,-0.74825,-0.872125,-1.5989375,-0.0588125,-1.4545625,-0.4983125,-0.756125
ALDOC,-2.01725,-1.58575,-1.907,-2.11525,-1.151375,-0.0495,-2.488875,-2.00775,-0.840375,-1.393875,-2.455375,-2.527125,-0.219,-0.37875,-1.57675,-0.9755
CST7,-0.08975,0.7125,1.5655,1.5105,1.0245,1.526,3.43275,1.0735,1.99675,1.68375,1.17725,1.707,1.857,0.5245,2.32875,3.0305
SELL,0.90475,0.68375,2.721625,2.395625,1.070875,1.49575,2.318875,1.04725,1.6975,1.464,1.505,1.038625,2.415625,0.741375,1.602125,1.2415
SIRT6,0.167,-0.6325,-0.3865,-0.42975,-0.3205,-0.10725,-0.21475,-0.22725,-0.44075,-0.52275,-0.501,-0.1225,0.24925,0.15375,-0.7535,0.199
PPIL1,0.505166667,-0.2695,0.195166667,-0.137833333,0.206833333,-1.143166667,-0.549166667,0.176,-0.081833333,-0.431833333,0.9215,-0.220833333,-0.546666667,-0.628833333,-0.479666667,-0.567
STK17A,-0.1752,-0.9082,1.134,0.2081,-0.7389,-0.0982,1.1459,0.0749,0.7952,0.817,-0.8381,1.0006,-0.098,1.5582,0.1101,0.9096
